customer_id,loyalty_tier,avg_booking_value,repeat_customer,country
CUST006483,Silver,194.27,False,Vietnam
CUST000288,Gold,337.82,True,Philippines
CUST010423,Bronze,99.4,False,Thailand
CUST012334,Silver,89.25,False,Thailand
CUST000083,Bronze,100.2,False,Indonesia
CUST016067,Silver,99.86,False,Singapore
CUST000155,Bronze,152.71,False,Indonesia
CUST002752,Bronze,82.67,True,India
CUST000725,Bronze,61.82,False,Singapore
CUST002580,Gold,345.13,True,Vietnam
CUST012376,Bronze,30.9,True,Philippines
CUST015029,Silver,264.28,True,India
CUST011942,Silver,126.44,True,Indonesia
CUST017019,Silver,133.2,False,Indonesia
CUST003753,Bronze,77.92,False,Philippines
CUST015887,Bronze,84.01,False,Philippines
CUST011368,Bronze,93.6,False,Thailand
CUST008962,Bronze,60.53,False,Thailand
CUST011305,Silver,121.96,False,India
CUST011625,Bronze,93.81,False,Singapore
CUST008250,Bronze,58.55,False,Philippines
CUST012864,Gold,319.19,True,Philippines
CUST008742,Platinum,506.53,True,Indonesia
CUST001884,Bronze,67.96,False,Indonesia
CUST000065,Bronze,104.18,False,India
CUST016143,Silver,115.02,False,Vietnam
CUST000547,Gold,585.89,False,Thailand
CUST013593,Bronze,65.16,False,Singapore
CUST001393,Silver,149.92,False,Philippines
CUST010521,Bronze,93.5,False,Indonesia
CUST000955,Silver,139.22,False,Vietnam
CUST001088,Platinum,449.33,True,Vietnam
CUST009339,Bronze,70.45,False,Indonesia
CUST012007,Bronze,117.95,False,Thailand
CUST015913,Bronze,72.04,False,Indonesia
CUST017614,Bronze,113.1,True,Vietnam
CUST005252,Bronze,39.42,True,Philippines
CUST009881,Bronze,47.12,False,India
CUST007970,Gold,215.42,True,Singapore
CUST004594,Bronze,179.01,False,India
CUST010714,Silver,82.96,False,India
CUST000127,Platinum,372.39,True,Thailand
CUST004599,Bronze,106.03,False,Philippines
CUST001971,Bronze,62.19,True,Thailand
CUST004969,Silver,143.84,False,India
CUST017416,Silver,152.63,False,Thailand
CUST006752,Silver,134.69,True,Philippines
CUST007258,Silver,223.44,False,Thailand
CUST004210,Bronze,47.13,False,Vietnam
CUST017909,Bronze,111.49,True,Thailand
CUST007621,Gold,206.67,False,Indonesia
CUST004426,Bronze,180.29,True,Thailand
CUST007627,Bronze,66.75,False,Thailand
CUST016013,Bronze,103.5,False,Philippines
CUST011528,Bronze,61.0,True,Philippines
CUST004150,Gold,333.52,True,Indonesia
CUST015697,Silver,172.94,False,India
CUST013131,Silver,226.25,False,Singapore
CUST017761,Silver,193.51,True,Indonesia
CUST017274,Platinum,380.99,True,India
CUST016316,Silver,130.31,False,Vietnam
CUST005520,Bronze,79.54,False,Indonesia
CUST015483,Platinum,324.13,True,Thailand
CUST015806,Gold,443.33,True,Indonesia
CUST015345,Bronze,61.03,True,Vietnam
CUST014387,Bronze,83.14,False,Thailand
CUST002934,Bronze,94.04,False,Indonesia
CUST007817,Bronze,76.65,False,Thailand
CUST009411,Bronze,62.03,False,Thailand
CUST012082,Bronze,48.77,False,Philippines
CUST007862,Silver,158.95,False,Singapore
CUST009863,Bronze,41.3,True,Singapore
CUST002347,Bronze,95.23,False,Vietnam
CUST012261,Bronze,51.32,False,Thailand
CUST015555,Gold,580.46,True,Indonesia
CUST016380,Silver,121.88,False,Vietnam
CUST014305,Silver,178.27,True,Singapore
CUST016893,Platinum,644.16,True,Vietnam
CUST005971,Gold,777.09,True,India
CUST003277,Bronze,116.01,False,India
CUST004704,Bronze,43.6,False,Vietnam
CUST016656,Bronze,52.99,True,Thailand
CUST017153,Gold,138.73,True,Vietnam
CUST007006,Bronze,140.83,False,Thailand
CUST015367,Platinum,989.88,True,Singapore
CUST012563,Gold,603.99,True,Indonesia
CUST012333,Silver,128.23,False,Indonesia
CUST016310,Bronze,116.5,False,Vietnam
CUST011705,Bronze,55.01,False,Vietnam
CUST002249,Silver,276.54,False,Thailand
CUST010541,Bronze,49.7,False,Philippines
CUST000449,Bronze,90.19,False,Indonesia
CUST006509,Bronze,103.5,False,Philippines
CUST005556,Bronze,169.68,False,Singapore
CUST006317,Bronze,77.55,True,Vietnam
CUST005814,Bronze,54.36,False,Thailand
CUST016585,Silver,175.93,True,Indonesia
CUST005972,Bronze,81.51,False,Indonesia
CUST012503,Bronze,110.07,True,India
CUST002164,Silver,100.62,False,Thailand
CUST010003,Bronze,91.23,False,Thailand
CUST008006,Silver,195.37,True,Thailand
CUST012847,Bronze,103.94,False,Thailand
CUST017111,Platinum,689.22,True,Indonesia
CUST009177,Bronze,103.93,True,Indonesia
CUST004950,Bronze,154.43,False,Thailand
CUST008570,Bronze,84.94,True,Singapore
CUST017666,Bronze,38.88,False,Thailand
CUST012684,Bronze,158.83,False,Vietnam
CUST007739,Platinum,417.37,True,Thailand
CUST008750,Bronze,93.86,False,India
CUST001083,Silver,147.77,True,Philippines
CUST003144,Gold,182.28,True,Vietnam
CUST000710,Platinum,174.29,True,Philippines
CUST012298,Bronze,35.76,False,Philippines
CUST006885,Bronze,125.8,True,India
CUST015408,Gold,323.97,False,Philippines
CUST011715,Bronze,88.78,False,Indonesia
CUST001198,Silver,242.54,False,Thailand
CUST007717,Gold,337.01,False,Thailand
CUST012338,Silver,80.22,True,Indonesia
CUST004449,Gold,260.59,False,Thailand
CUST014009,Silver,86.66,False,Singapore
CUST015076,Gold,280.11,False,Thailand
CUST004529,Silver,263.9,False,Vietnam
CUST016029,Silver,143.76,False,Thailand
CUST011103,Bronze,68.23,False,Indonesia
CUST004791,Bronze,94.09,True,India
CUST017620,Bronze,122.07,False,Philippines
CUST014022,Gold,263.18,False,Singapore
CUST011298,Silver,107.63,True,Indonesia
CUST004620,Bronze,97.61,False,Indonesia
CUST005866,Bronze,130.94,False,Thailand
CUST003872,Silver,206.03,False,Thailand
CUST005440,Platinum,353.58,True,Indonesia
CUST017039,Silver,78.43,False,Thailand
CUST017741,Bronze,74.51,False,Philippines
CUST002357,Silver,96.93,False,Indonesia
CUST011731,Bronze,141.55,False,Singapore
CUST014849,Gold,284.2,True,India
CUST008712,Bronze,111.02,False,Indonesia
CUST012220,Gold,397.88,True,India
CUST002598,Silver,128.64,False,Vietnam
CUST007821,Silver,190.63,False,India
CUST002888,Silver,174.01,True,Thailand
CUST010104,Bronze,50.34,False,Thailand
CUST009860,Bronze,65.51,True,Indonesia
CUST011313,Bronze,72.48,False,Philippines
CUST011561,Bronze,62.82,False,Vietnam
CUST000204,Silver,181.6,True,Philippines
CUST013776,Platinum,449.64,True,Indonesia
CUST006221,Silver,130.4,False,Philippines
CUST017925,Platinum,1104.05,True,Thailand
CUST001373,Bronze,57.31,False,India
CUST008700,Platinum,422.71,True,Singapore
CUST010990,Bronze,81.87,False,Thailand
CUST011349,Gold,151.87,True,Singapore
CUST006638,Platinum,471.33,True,India
CUST008660,Silver,88.37,True,Philippines
CUST012564,Silver,72.08,False,Philippines
CUST003304,Silver,74.58,False,Singapore
CUST000326,Bronze,82.22,False,Vietnam
CUST007139,Bronze,116.1,False,Indonesia
CUST011693,Bronze,123.35,False,Philippines
CUST006741,Bronze,86.8,False,Thailand
CUST001683,Silver,123.41,True,Philippines
CUST007850,Bronze,143.28,False,Vietnam
CUST017506,Silver,128.27,False,Indonesia
CUST001961,Bronze,80.3,False,Philippines
CUST004690,Gold,153.81,False,Singapore
CUST003790,Silver,160.45,True,Thailand
CUST013903,Bronze,74.77,False,Philippines
CUST000482,Silver,92.37,True,Singapore
CUST016205,Silver,199.37,False,Thailand
CUST005694,Bronze,46.74,False,Indonesia
CUST006094,Bronze,59.73,False,Vietnam
CUST010532,Silver,224.76,False,India
CUST001798,Silver,141.36,False,Thailand
CUST010244,Silver,213.59,False,Philippines
CUST006301,Platinum,505.07,False,Vietnam
CUST007382,Bronze,75.54,False,Indonesia
CUST016765,Silver,176.64,True,Philippines
CUST004914,Gold,137.9,True,Indonesia
CUST004588,Bronze,78.4,False,Indonesia
CUST017993,Silver,102.49,False,India
CUST007892,Bronze,181.93,False,Thailand
CUST016265,Bronze,101.68,False,Indonesia
CUST003972,Silver,115.04,False,Indonesia
CUST005542,Bronze,98.72,False,Thailand
CUST011438,Bronze,35.62,False,India
CUST014647,Bronze,132.11,False,India
CUST007933,Silver,130.57,False,Thailand
CUST005293,Bronze,123.48,True,Vietnam
CUST013407,Gold,120.16,True,Thailand
CUST008816,Bronze,58.49,False,Thailand
CUST001920,Bronze,132.8,False,Singapore
CUST004358,Silver,254.85,False,Philippines
CUST015399,Gold,215.41,False,Indonesia
CUST010240,Bronze,127.18,False,Thailand
CUST005242,Bronze,104.23,False,Vietnam
CUST007874,Bronze,85.79,False,Singapore
CUST010282,Bronze,86.42,True,Indonesia
CUST004255,Gold,224.11,True,Vietnam
CUST000922,Bronze,47.35,False,Philippines
CUST004421,Bronze,90.83,False,Singapore
CUST015613,Bronze,73.69,False,Thailand
CUST010809,Silver,252.16,False,Singapore
CUST011595,Silver,142.0,True,India
CUST003375,Gold,280.92,False,Philippines
CUST011825,Platinum,396.11,True,Philippines
CUST003949,Silver,211.4,True,Philippines
CUST014483,Gold,263.61,True,India
CUST008546,Platinum,1489.54,False,Singapore
CUST011126,Bronze,57.31,False,Indonesia
CUST003428,Platinum,477.22,True,Thailand
CUST014167,Bronze,84.76,False,Singapore
CUST013542,Silver,150.16,False,India
CUST013734,Bronze,82.71,False,Philippines
CUST013379,Bronze,45.02,False,Vietnam
CUST002214,Gold,247.25,False,Thailand
CUST000294,Bronze,102.06,False,Philippines
CUST006168,Platinum,374.01,True,Philippines
CUST002337,Bronze,67.77,False,Vietnam
CUST008848,Silver,330.32,False,Thailand
CUST003520,Bronze,112.91,False,Thailand
CUST012581,Gold,446.53,True,Indonesia
CUST013028,Silver,245.07,False,Indonesia
CUST002288,Bronze,44.59,True,Indonesia
CUST002917,Gold,761.48,True,Singapore
CUST005443,Silver,198.43,False,India
CUST012044,Silver,376.49,True,Indonesia
CUST008999,Bronze,56.83,True,Vietnam
CUST001848,Bronze,39.76,False,Thailand
CUST014553,Silver,114.37,True,Vietnam
CUST009509,Bronze,113.22,False,Thailand
CUST016738,Platinum,290.42,False,Vietnam
CUST005560,Bronze,82.19,False,Thailand
CUST013880,Gold,378.97,False,Singapore
CUST013881,Silver,133.48,True,Philippines
CUST009378,Bronze,85.52,False,Thailand
CUST010450,Bronze,96.51,False,Philippines
CUST006922,Bronze,149.69,False,Vietnam
CUST016014,Silver,123.93,False,Singapore
CUST001774,Silver,145.69,False,Vietnam
CUST015635,Bronze,97.08,True,India
CUST017296,Silver,105.64,False,Philippines
CUST001050,Silver,283.96,False,Singapore
CUST015428,Gold,138.78,False,Singapore
CUST014045,Bronze,82.71,False,Thailand
CUST004700,Gold,284.53,True,Indonesia
CUST005188,Bronze,74.82,False,Indonesia
CUST003893,Silver,220.86,True,Indonesia
CUST003348,Bronze,40.02,False,Indonesia
CUST004781,Gold,535.73,False,Vietnam
CUST007845,Bronze,84.33,False,Vietnam
CUST016526,Silver,188.01,True,Philippines
CUST006634,Bronze,86.28,True,Vietnam
CUST013520,Gold,392.31,False,India
CUST006998,Bronze,82.55,False,Singapore
CUST015811,Bronze,57.73,False,Indonesia
CUST003787,Silver,110.24,False,Vietnam
CUST015522,Platinum,483.84,True,India
CUST003587,Gold,273.99,False,Philippines
CUST009676,Bronze,48.01,False,Indonesia
CUST008111,Gold,516.64,True,Philippines
CUST008462,Silver,145.27,True,India
CUST017814,Bronze,61.89,True,India
CUST003602,Bronze,80.09,True,Philippines
CUST007201,Bronze,83.44,False,India
CUST012692,Silver,151.69,True,Vietnam
CUST014949,Gold,206.22,True,India
CUST002287,Bronze,82.95,False,Vietnam
CUST015830,Bronze,101.8,False,Philippines
CUST000971,Gold,449.05,True,Indonesia
CUST016226,Bronze,67.63,False,Indonesia
CUST014119,Silver,113.4,False,Indonesia
CUST015232,Gold,227.25,True,Indonesia
CUST009115,Gold,170.19,False,Singapore
CUST005665,Bronze,144.99,False,Philippines
CUST003734,Platinum,485.37,True,Indonesia
CUST002303,Platinum,633.44,False,Thailand
CUST002197,Gold,474.87,False,India
CUST012194,Silver,119.78,True,Thailand
CUST008009,Bronze,123.68,True,Philippines
CUST008033,Bronze,77.94,True,Indonesia
CUST011144,Bronze,42.26,False,Vietnam
CUST002905,Bronze,142.72,False,Philippines
CUST001292,Bronze,102.52,False,Indonesia
CUST003449,Bronze,89.49,False,Vietnam
CUST000808,Bronze,140.12,False,Philippines
CUST015800,Silver,185.98,True,Philippines
CUST004024,Silver,94.62,False,Thailand
CUST000015,Bronze,39.74,False,Vietnam
CUST012770,Bronze,85.54,False,Thailand
CUST007066,Silver,162.28,False,Philippines
CUST016513,Platinum,235.48,True,Indonesia
CUST015349,Platinum,225.95,True,Singapore
CUST011250,Bronze,130.14,False,Philippines
CUST016813,Silver,141.94,False,Thailand
CUST012383,Bronze,91.49,True,Vietnam
CUST007149,Gold,356.06,False,Indonesia
CUST005685,Silver,137.63,False,Indonesia
CUST003168,Bronze,85.93,False,Thailand
CUST008965,Bronze,132.02,False,India
CUST017975,Bronze,148.1,False,Vietnam
CUST002689,Bronze,60.8,False,Philippines
CUST006007,Silver,151.32,False,India
CUST016365,Silver,93.71,True,Indonesia
CUST008981,Platinum,362.99,True,Indonesia
CUST007133,Bronze,130.09,True,Indonesia
CUST007666,Silver,175.52,False,Thailand
CUST001359,Gold,227.5,False,Thailand
CUST013388,Platinum,1343.72,True,Philippines
CUST015527,Bronze,97.27,True,Philippines
CUST000639,Gold,167.9,True,Philippines
CUST000046,Bronze,117.07,True,Philippines
CUST013444,Gold,265.05,False,Singapore
CUST004911,Bronze,107.45,True,Vietnam
CUST001029,Gold,320.99,True,Philippines
CUST006077,Bronze,123.11,True,Thailand
CUST011101,Platinum,252.97,False,Thailand
CUST000409,Silver,265.91,True,Vietnam
CUST005916,Bronze,135.86,False,Thailand
CUST007924,Silver,116.99,False,India
CUST006518,Bronze,40.91,False,Vietnam
CUST012180,Bronze,86.87,False,Thailand
CUST015966,Gold,351.93,False,India
CUST017462,Silver,127.36,False,India
CUST007190,Bronze,60.76,False,Vietnam
CUST006889,Gold,648.07,False,Vietnam
CUST004804,Bronze,73.05,True,Philippines
CUST002440,Silver,109.87,False,Thailand
CUST001822,Bronze,126.21,False,Vietnam
CUST001636,Silver,153.69,True,Thailand
CUST001910,Silver,72.7,False,Thailand
CUST009107,Silver,134.75,False,Vietnam
CUST012183,Bronze,153.29,True,Philippines
CUST010174,Gold,504.82,False,Vietnam
CUST006150,Silver,111.7,True,Thailand
CUST011176,Bronze,139.57,False,Thailand
CUST005841,Bronze,166.89,False,Philippines
CUST017210,Bronze,123.63,False,Thailand
CUST001124,Silver,112.16,False,Thailand
CUST013816,Bronze,64.75,False,Vietnam
CUST011939,Gold,427.53,True,Singapore
CUST000803,Bronze,175.35,False,Philippines
CUST003014,Bronze,123.2,False,Thailand
CUST016633,Bronze,42.26,True,Singapore
CUST007906,Bronze,157.07,True,Philippines
CUST003937,Gold,356.02,True,Indonesia
CUST008257,Bronze,117.9,False,Indonesia
CUST017126,Gold,382.22,True,Vietnam
CUST008774,Bronze,53.55,False,Thailand
CUST012998,Bronze,108.89,True,India
CUST014700,Bronze,149.09,False,India
CUST008268,Bronze,111.34,False,Vietnam
CUST016420,Bronze,77.81,False,India
CUST011311,Platinum,516.49,True,Thailand
CUST013871,Bronze,130.13,True,Thailand
CUST013610,Silver,188.53,False,India
CUST000608,Bronze,57.56,True,Thailand
CUST015584,Bronze,72.24,False,India
CUST012944,Bronze,88.01,False,Indonesia
CUST014103,Bronze,51.83,False,Thailand
CUST007913,Bronze,53.24,False,Thailand
CUST013230,Bronze,82.45,False,Thailand
CUST003761,Platinum,260.2,True,Indonesia
CUST016686,Bronze,50.98,True,Vietnam
CUST011699,Bronze,54.67,False,Philippines
CUST002329,Bronze,64.46,False,India
CUST004848,Silver,234.66,True,Thailand
CUST002170,Bronze,62.75,False,Thailand
CUST011271,Silver,296.6,False,Philippines
CUST013724,Bronze,56.09,False,Thailand
CUST015462,Gold,349.2,False,Vietnam
CUST014715,Bronze,149.0,False,Thailand
CUST015677,Silver,259.39,False,Thailand
CUST007607,Silver,94.39,False,Thailand
CUST002027,Bronze,111.47,False,Indonesia
CUST009603,Platinum,502.47,False,India
CUST010303,Platinum,325.75,True,Vietnam
CUST005570,Bronze,38.79,False,Philippines
CUST000980,Gold,293.32,False,Singapore
CUST017098,Silver,162.82,False,India
CUST008668,Bronze,78.87,True,Thailand
CUST016068,Silver,142.95,False,Singapore
CUST016368,Bronze,66.38,False,Indonesia
CUST000370,Bronze,63.15,True,Vietnam
CUST007344,Silver,155.41,True,Philippines
CUST013279,Bronze,91.68,False,Singapore
CUST007482,Platinum,361.25,True,Vietnam
CUST009982,Platinum,658.46,False,Singapore
CUST007062,Gold,437.3,True,Thailand
CUST017074,Bronze,113.65,False,Philippines
CUST015863,Bronze,79.89,True,India
CUST004604,Bronze,79.66,False,Vietnam
CUST008099,Bronze,63.02,False,Thailand
CUST005042,Bronze,91.93,False,Thailand
CUST013754,Bronze,74.13,False,Indonesia
CUST012394,Silver,172.51,False,Thailand
CUST002063,Platinum,385.86,True,Thailand
CUST004618,Platinum,148.02,False,Indonesia
CUST017061,Bronze,53.48,False,Indonesia
CUST007840,Platinum,412.77,False,Philippines
CUST008474,Bronze,64.03,False,Vietnam
CUST008971,Bronze,68.39,False,Thailand
CUST008225,Silver,161.26,False,Singapore
CUST017777,Silver,114.06,False,Singapore
CUST001375,Silver,106.94,False,Vietnam
CUST000551,Bronze,110.92,False,Indonesia
CUST003183,Bronze,51.38,False,Thailand
CUST014353,Silver,104.83,False,Indonesia
CUST010077,Gold,411.0,False,Vietnam
CUST006346,Bronze,63.47,True,Philippines
CUST016234,Silver,146.75,False,Indonesia
CUST004430,Gold,501.74,True,Thailand
CUST005903,Gold,235.69,True,Thailand
CUST012739,Bronze,71.83,False,Thailand
CUST008980,Platinum,347.58,True,Thailand
CUST008089,Bronze,82.37,False,India
CUST015724,Silver,239.18,True,India
CUST005964,Bronze,66.79,True,Philippines
CUST016209,Bronze,192.58,False,Indonesia
CUST011224,Silver,256.53,False,Indonesia
CUST008334,Platinum,278.23,False,Indonesia
CUST009874,Platinum,727.18,True,Vietnam
CUST012219,Silver,230.88,False,Indonesia
CUST009492,Bronze,126.39,True,Thailand
CUST007743,Platinum,747.42,True,Thailand
CUST001518,Platinum,1054.54,True,Thailand
CUST006052,Bronze,93.63,False,Indonesia
CUST005862,Bronze,46.61,False,Singapore
CUST017928,Bronze,67.08,False,Thailand
CUST008131,Silver,245.56,True,Thailand
CUST009822,Silver,203.35,True,Singapore
CUST011771,Bronze,99.14,False,Philippines
CUST011337,Bronze,71.42,False,Thailand
CUST006256,Bronze,95.57,False,Vietnam
CUST003422,Bronze,81.01,False,Philippines
CUST012959,Silver,126.36,False,Vietnam
CUST009567,Silver,128.2,False,Vietnam
CUST016562,Platinum,388.25,True,India
CUST006497,Bronze,78.48,False,India
CUST000795,Silver,262.12,True,Indonesia
CUST010518,Platinum,242.31,True,Vietnam
CUST013213,Silver,194.9,False,Thailand
CUST011567,Silver,199.55,True,Indonesia
CUST017899,Silver,103.11,True,Thailand
CUST002645,Platinum,431.69,True,Indonesia
CUST005575,Gold,379.12,True,Singapore
CUST006013,Bronze,51.47,False,Thailand
CUST015089,Silver,123.8,True,India
CUST014923,Platinum,350.23,True,Indonesia
CUST016942,Bronze,96.1,False,Indonesia
CUST016213,Bronze,71.41,False,India
CUST007692,Bronze,94.55,True,Thailand
CUST001244,Bronze,37.26,False,Indonesia
CUST014296,Silver,91.98,True,Singapore
CUST009688,Bronze,49.07,False,Vietnam
CUST013112,Platinum,451.25,True,Philippines
CUST002032,Gold,190.19,True,Philippines
CUST005441,Bronze,75.6,False,Philippines
CUST002438,Bronze,86.11,False,Thailand
CUST014835,Platinum,1201.17,True,Thailand
CUST016848,Gold,252.89,True,India
CUST005934,Silver,96.31,False,Vietnam
CUST011933,Gold,314.24,True,Thailand
CUST010277,Silver,223.56,False,Singapore
CUST005810,Bronze,172.62,False,Singapore
CUST017767,Silver,95.36,False,Philippines
CUST012092,Gold,377.89,False,Vietnam
CUST012508,Silver,227.97,True,Philippines
CUST009096,Platinum,287.37,False,Indonesia
CUST001130,Silver,144.53,True,India
CUST000518,Gold,271.56,True,Thailand
CUST007492,Silver,187.5,False,Indonesia
CUST007042,Silver,197.95,True,Vietnam
CUST017093,Silver,93.97,True,Vietnam
CUST000556,Bronze,129.51,True,Philippines
CUST011546,Platinum,476.9,True,Thailand
CUST009182,Bronze,28.48,True,Indonesia
CUST012570,Bronze,53.14,False,Thailand
CUST004624,Silver,198.12,True,Indonesia
CUST013365,Bronze,93.91,True,Vietnam
CUST010265,Silver,133.3,False,Philippines
CUST012273,Gold,198.86,True,Indonesia
CUST005661,Platinum,528.83,True,Philippines
CUST012236,Bronze,94.67,False,Indonesia
CUST016267,Bronze,92.84,False,Thailand
CUST000910,Silver,99.87,True,Indonesia
CUST013189,Gold,643.45,True,Indonesia
CUST000566,Silver,93.42,True,Indonesia
CUST007180,Silver,146.43,True,Vietnam
CUST004040,Bronze,79.36,False,Vietnam
CUST003868,Bronze,38.22,False,Vietnam
CUST005576,Bronze,90.28,False,Thailand
CUST014018,Bronze,62.57,False,Indonesia
CUST007888,Silver,137.29,False,Vietnam
CUST010036,Bronze,62.69,False,Thailand
CUST001759,Silver,219.62,True,Vietnam
CUST000899,Bronze,87.83,False,India
CUST008759,Bronze,50.18,False,India
CUST013248,Bronze,80.71,False,Thailand
CUST017226,Bronze,92.96,False,Indonesia
CUST016259,Bronze,59.15,True,Vietnam
CUST006253,Bronze,76.43,False,Vietnam
CUST006122,Bronze,38.05,False,Singapore
CUST009768,Silver,128.11,False,Singapore
CUST003368,Bronze,63.68,False,Philippines
CUST013534,Silver,224.01,False,Vietnam
CUST010616,Bronze,27.1,False,Singapore
CUST007032,Bronze,100.49,False,Thailand
CUST016091,Platinum,550.84,True,Vietnam
CUST016156,Bronze,86.44,True,Vietnam
CUST010050,Silver,240.83,False,Indonesia
CUST009984,Silver,189.07,True,Philippines
CUST016518,Bronze,54.29,False,Indonesia
CUST007323,Silver,238.03,False,Thailand
CUST011957,Platinum,900.86,True,Singapore
CUST012036,Silver,223.08,False,Indonesia
CUST007488,Silver,136.61,True,Philippines
CUST006022,Gold,376.46,True,Philippines
CUST003831,Platinum,526.52,True,India
CUST012825,Bronze,83.03,False,Philippines
CUST009375,Bronze,43.69,False,India
CUST004190,Bronze,45.26,False,Indonesia
CUST013864,Bronze,139.61,False,Vietnam
CUST014322,Bronze,67.25,False,Thailand
CUST004333,Bronze,88.76,False,Thailand
CUST007231,Bronze,105.16,False,Singapore
CUST009609,Silver,66.94,False,Singapore
CUST015018,Gold,192.26,False,Philippines
CUST014855,Bronze,72.62,True,India
CUST002495,Bronze,75.2,False,India
CUST015526,Bronze,45.37,True,Vietnam
CUST003710,Gold,302.12,False,Indonesia
CUST007220,Bronze,49.06,False,Singapore
CUST012718,Silver,193.9,False,Vietnam
CUST011046,Bronze,208.53,False,Vietnam
CUST006532,Bronze,39.19,False,Indonesia
CUST017601,Gold,348.49,False,Thailand
CUST001987,Bronze,42.28,False,India
CUST000341,Bronze,54.48,False,India
CUST010680,Platinum,519.55,False,Thailand
CUST005851,Bronze,60.94,False,India
CUST016229,Silver,184.33,False,India
CUST007571,Silver,439.07,False,Thailand
CUST003697,Silver,112.86,True,Philippines
CUST008531,Bronze,59.96,False,Indonesia
CUST009442,Gold,281.65,False,Vietnam
CUST004100,Silver,87.76,False,Indonesia
CUST002903,Silver,173.57,True,Thailand
CUST008452,Silver,86.01,False,Vietnam
CUST002327,Bronze,54.09,False,Vietnam
CUST013661,Bronze,63.94,False,Indonesia
CUST011001,Bronze,56.67,False,Singapore
CUST006878,Bronze,50.39,False,Philippines
CUST003675,Bronze,150.16,False,Singapore
CUST012179,Gold,289.58,True,India
CUST008943,Platinum,405.96,True,Vietnam
CUST001678,Silver,84.29,False,Singapore
CUST009356,Gold,296.74,True,India
CUST013574,Platinum,757.03,False,India
CUST009164,Gold,168.43,True,Indonesia
CUST005532,Bronze,33.5,True,Thailand
CUST006907,Bronze,50.33,False,India
CUST016894,Silver,230.92,False,India
CUST006242,Silver,118.15,False,India
CUST005981,Silver,158.8,True,Thailand
CUST006557,Bronze,223.87,False,Philippines
CUST002450,Silver,90.58,False,Vietnam
CUST016304,Bronze,60.62,False,Vietnam
