customer_id,total_tickets,avg_wait,avg_csat,escalation_rate,sla_breach_rate,refund_rate,segment,segment_name
CUST000039,7,30.142857142857142,4.285714285714286,0.14285714285714285,0.42857142857142855,0.5714285714285714,3,Frustrated & Waiting
CUST000040,6,27.333333333333332,3.6666666666666665,0.16666666666666666,0.3333333333333333,0.6666666666666666,3,Frustrated & Waiting
CUST000041,3,20.666666666666668,4.0,0.0,0.3333333333333333,0.0,1,Happy & Efficient
CUST000042,6,20.833333333333332,4.5,0.16666666666666666,0.16666666666666666,0.5,1,Happy & Efficient
CUST000043,2,18.0,3.5,0.5,0.0,1.0,2,High Risk
CUST000044,6,34.666666666666664,3.5,0.3333333333333333,0.5,0.3333333333333333,3,Frustrated & Waiting
CUST000045,5,18.6,4.2,0.4,0.2,0.6,2,High Risk
CUST000046,4,26.75,3.25,0.0,0.25,0.25,3,Frustrated & Waiting
CUST000047,5,19.2,4.2,0.0,0.2,0.4,1,Happy & Efficient
CUST000048,1,17.0,5.0,0.0,0.0,1.0,1,Happy & Efficient
CUST000049,5,18.0,3.6,0.4,0.2,0.6,2,High Risk
CUST000050,4,22.5,3.75,0.0,0.25,0.25,1,Happy & Efficient
CUST000051,4,26.5,3.25,0.25,0.25,0.25,2,High Risk
CUST000052,9,19.0,4.222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0,At Risk
CUST000053,2,13.0,3.0,0.0,0.0,0.5,1,Happy & Efficient
CUST000054,4,14.75,4.25,0.0,0.0,0.25,1,Happy & Efficient
CUST000055,9,23.333333333333332,3.888888888888889,0.1111111111111111,0.3333333333333333,0.3333333333333333,0,At Risk
CUST000056,4,35.0,4.5,0.25,0.5,0.25,3,Frustrated & Waiting
CUST000057,4,13.5,3.75,0.25,0.0,0.25,1,Happy & Efficient
CUST000058,8,24.625,4.125,0.375,0.125,0.5,2,High Risk
CUST000059,4,17.25,3.0,0.25,0.25,0.25,2,High Risk
CUST000060,3,18.333333333333332,3.3333333333333335,0.0,0.0,0.6666666666666666,1,Happy & Efficient
CUST000061,4,40.0,4.0,0.25,0.5,0.5,3,Frustrated & Waiting
CUST000062,12,21.25,3.9166666666666665,0.16666666666666666,0.25,0.4166666666666667,0,At Risk
CUST000063,5,18.4,4.0,0.2,0.2,0.6,2,High Risk
CUST000064,3,16.0,3.3333333333333335,0.3333333333333333,0.0,0.3333333333333333,2,High Risk
CUST000065,8,30.75,3.5,0.375,0.375,0.625,2,High Risk
CUST000066,10,28.8,3.6,0.3,0.4,0.3,0,At Risk
CUST000067,3,32.666666666666664,4.333333333333333,0.0,0.3333333333333333,0.6666666666666666,3,Frustrated & Waiting
CUST000068,2,11.0,4.0,0.0,0.0,0.0,1,Happy & Efficient
CUST000069,4,23.75,4.0,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000070,8,32.25,3.625,0.125,0.5,0.375,3,Frustrated & Waiting
CUST000071,3,23.333333333333332,3.6666666666666665,0.0,0.0,0.3333333333333333,1,Happy & Efficient
CUST000072,4,21.0,3.75,0.0,0.25,0.25,1,Happy & Efficient
CUST000073,4,19.5,4.25,0.0,0.25,0.25,1,Happy & Efficient
CUST000074,4,21.75,3.0,0.25,0.0,0.75,2,High Risk
CUST000075,3,19.333333333333332,4.0,0.0,0.3333333333333333,1.0,1,Happy & Efficient
CUST000076,12,15.333333333333334,4.0,0.08333333333333333,0.0,0.3333333333333333,0,At Risk
CUST000077,6,31.833333333333332,3.8333333333333335,0.5,0.5,0.3333333333333333,2,High Risk
CUST000078,6,24.666666666666668,3.6666666666666665,0.16666666666666666,0.3333333333333333,0.5,0,At Risk
CUST000079,5,16.2,3.8,0.2,0.2,0.4,1,Happy & Efficient
CUST000080,10,14.4,3.8,0.3,0.0,0.5,0,At Risk
CUST000081,2,11.0,4.0,0.0,0.0,0.5,1,Happy & Efficient
CUST000082,4,14.75,4.25,0.25,0.0,0.75,1,Happy & Efficient
CUST000083,3,24.666666666666668,4.333333333333333,0.0,0.3333333333333333,0.6666666666666666,3,Frustrated & Waiting
CUST000084,4,28.25,3.5,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000085,7,29.142857142857142,3.857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0,At Risk
CUST000086,2,11.0,3.5,0.0,0.0,0.5,1,Happy & Efficient
CUST000087,3,8.666666666666666,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,2,High Risk
CUST000088,4,25.0,3.75,0.0,0.5,0.0,3,Frustrated & Waiting
CUST000089,4,14.5,3.75,0.0,0.0,0.25,1,Happy & Efficient
CUST000090,4,26.5,3.5,0.25,0.25,0.5,2,High Risk
CUST000091,7,23.142857142857142,4.428571428571429,0.2857142857142857,0.2857142857142857,0.42857142857142855,0,At Risk
CUST000092,7,13.857142857142858,3.5714285714285716,0.2857142857142857,0.14285714285714285,0.2857142857142857,2,High Risk
CUST000093,6,22.833333333333332,4.0,0.0,0.3333333333333333,0.3333333333333333,0,At Risk
CUST000094,6,19.0,3.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,At Risk
CUST000095,4,38.5,3.0,0.0,0.75,0.25,3,Frustrated & Waiting
CUST000096,4,15.25,3.75,0.25,0.0,0.5,1,Happy & Efficient
CUST000097,3,18.0,4.0,0.6666666666666666,0.0,0.6666666666666666,2,High Risk
CUST000098,5,21.6,4.0,0.4,0.4,0.0,2,High Risk
CUST000099,4,13.0,3.25,0.25,0.0,0.25,2,High Risk
CUST000100,7,32.42857142857143,3.4285714285714284,0.42857142857142855,0.5714285714285714,0.5714285714285714,2,High Risk
CUST000101,7,13.857142857142858,4.142857142857143,0.0,0.0,0.2857142857142857,1,Happy & Efficient
CUST000102,2,7.0,4.0,0.0,0.0,0.5,1,Happy & Efficient
CUST000103,13,19.692307692307693,4.076923076923077,0.07692307692307693,0.23076923076923078,0.3076923076923077,0,At Risk
CUST000104,2,32.0,4.5,0.5,0.5,0.5,2,High Risk
CUST000105,8,13.25,4.125,0.0,0.0,0.125,1,Happy & Efficient
CUST000106,6,25.166666666666668,3.6666666666666665,0.0,0.16666666666666666,0.6666666666666666,0,At Risk
CUST000107,4,31.0,3.5,0.25,0.5,0.0,3,Frustrated & Waiting
CUST000108,6,16.5,3.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,At Risk
CUST000109,7,11.428571428571429,3.857142857142857,0.2857142857142857,0.0,0.2857142857142857,1,Happy & Efficient
CUST000110,11,18.454545454545453,3.6363636363636362,0.0,0.18181818181818182,0.18181818181818182,0,At Risk
CUST000111,2,37.0,4.0,0.5,1.0,1.0,3,Frustrated & Waiting
CUST000112,3,12.666666666666666,4.666666666666667,0.0,0.0,0.6666666666666666,1,Happy & Efficient
CUST000113,11,28.363636363636363,4.181818181818182,0.09090909090909091,0.2727272727272727,0.5454545454545454,0,At Risk
CUST000114,4,16.0,3.5,0.0,0.0,0.25,1,Happy & Efficient
CUST000115,4,36.5,3.5,0.5,0.5,0.25,2,High Risk
CUST000116,5,14.8,4.2,0.2,0.0,0.4,1,Happy & Efficient
CUST000117,3,12.333333333333334,3.6666666666666665,0.0,0.0,0.0,1,Happy & Efficient
CUST000118,3,19.0,4.0,0.0,0.3333333333333333,0.3333333333333333,1,Happy & Efficient
CUST000119,5,27.0,3.2,0.2,0.4,0.6,3,Frustrated & Waiting
CUST000120,5,22.6,4.4,0.0,0.0,0.0,1,Happy & Efficient
CUST000121,2,50.5,4.5,0.5,1.0,1.0,3,Frustrated & Waiting
CUST000122,4,28.0,4.0,0.25,0.25,0.5,2,High Risk
CUST000123,8,26.75,3.375,0.25,0.375,0.5,0,At Risk
CUST000124,6,39.166666666666664,4.333333333333333,0.0,0.6666666666666666,0.16666666666666666,3,Frustrated & Waiting
CUST000125,5,19.2,3.6,0.4,0.0,0.2,2,High Risk
CUST000126,7,23.142857142857142,3.7142857142857144,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,At Risk
CUST000127,4,12.5,3.75,0.25,0.0,0.75,1,Happy & Efficient
CUST000128,3,11.666666666666666,3.0,0.0,0.0,0.0,1,Happy & Efficient
CUST000129,4,22.5,4.25,0.0,0.25,0.5,1,Happy & Efficient
CUST000130,3,15.333333333333334,3.3333333333333335,0.0,0.0,0.3333333333333333,1,Happy & Efficient
CUST000131,4,24.75,4.25,0.0,0.25,0.5,1,Happy & Efficient
CUST000132,2,22.0,4.0,0.0,0.5,0.0,3,Frustrated & Waiting
CUST000133,7,15.0,3.7142857142857144,0.0,0.0,0.42857142857142855,1,Happy & Efficient
CUST000134,6,31.833333333333332,3.6666666666666665,0.16666666666666666,0.5,0.5,3,Frustrated & Waiting
CUST000135,11,22.363636363636363,3.727272727272727,0.09090909090909091,0.18181818181818182,0.6363636363636364,0,At Risk
CUST000136,8,23.375,4.0,0.125,0.25,0.625,0,At Risk
CUST000137,8,22.125,3.625,0.125,0.125,0.375,0,At Risk
CUST000138,4,29.5,4.5,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000139,2,50.0,3.5,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000140,7,33.714285714285715,3.857142857142857,0.0,0.42857142857142855,0.0,3,Frustrated & Waiting
CUST000141,7,18.0,4.142857142857143,0.0,0.0,0.42857142857142855,1,Happy & Efficient
CUST000142,10,25.3,3.7,0.2,0.3,0.5,0,At Risk
CUST000143,7,22.0,4.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0,At Risk
CUST000144,9,23.22222222222222,3.6666666666666665,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,At Risk
CUST000145,5,16.0,3.4,0.2,0.2,0.4,2,High Risk
CUST000146,7,25.428571428571427,3.4285714285714284,0.42857142857142855,0.2857142857142857,0.2857142857142857,2,High Risk
CUST000147,3,23.333333333333332,3.0,0.0,0.3333333333333333,0.3333333333333333,3,Frustrated & Waiting
CUST000148,4,35.75,4.0,0.0,0.5,0.25,3,Frustrated & Waiting
CUST000149,10,18.0,3.9,0.1,0.2,0.2,0,At Risk
CUST000150,8,12.625,3.75,0.0,0.0,0.25,1,Happy & Efficient
CUST000151,6,23.166666666666668,3.1666666666666665,0.0,0.3333333333333333,0.0,0,At Risk
CUST000152,6,21.666666666666668,3.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,2,High Risk
CUST000153,1,9.0,3.0,0.0,0.0,0.0,1,Happy & Efficient
CUST000154,4,13.0,4.25,0.0,0.0,0.0,1,Happy & Efficient
CUST000155,8,24.5,3.875,0.125,0.375,0.5,0,At Risk
CUST000156,5,20.2,4.2,0.2,0.2,0.4,1,Happy & Efficient
CUST000157,6,20.333333333333332,4.0,0.0,0.0,0.0,1,Happy & Efficient
CUST000158,4,26.0,3.5,0.0,0.5,0.0,3,Frustrated & Waiting
CUST000159,4,29.25,3.0,0.0,0.5,0.0,3,Frustrated & Waiting
CUST000160,3,15.333333333333334,3.6666666666666665,0.0,0.0,0.0,1,Happy & Efficient
CUST000161,5,23.4,3.6,0.2,0.2,0.4,2,High Risk
CUST000162,5,25.4,3.4,0.2,0.2,0.4,2,High Risk
CUST000163,6,21.333333333333332,4.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,At Risk
CUST000164,4,32.75,4.0,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000165,4,10.25,4.5,0.0,0.0,0.5,1,Happy & Efficient
CUST000166,9,17.666666666666668,4.333333333333333,0.1111111111111111,0.0,0.5555555555555556,0,At Risk
CUST000167,9,22.555555555555557,3.7777777777777777,0.1111111111111111,0.3333333333333333,0.4444444444444444,0,At Risk
CUST000168,3,37.666666666666664,4.333333333333333,0.0,0.6666666666666666,0.3333333333333333,3,Frustrated & Waiting
CUST000169,2,13.0,4.0,0.5,0.0,1.0,2,High Risk
CUST000170,3,6.666666666666667,3.0,0.6666666666666666,0.0,0.0,2,High Risk
CUST000171,6,18.833333333333332,4.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1,Happy & Efficient
CUST000172,3,28.0,3.3333333333333335,0.0,0.3333333333333333,0.0,3,Frustrated & Waiting
CUST000173,3,38.0,3.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,Frustrated & Waiting
CUST000174,5,28.4,4.2,0.0,0.2,0.0,1,Happy & Efficient
CUST000175,8,37.75,4.0,0.25,0.5,0.25,3,Frustrated & Waiting
CUST000176,7,19.857142857142858,4.0,0.0,0.2857142857142857,0.42857142857142855,0,At Risk
CUST000177,6,22.5,3.6666666666666665,0.0,0.16666666666666666,0.16666666666666666,1,Happy & Efficient
CUST000178,6,24.666666666666668,3.8333333333333335,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,At Risk
CUST000179,5,13.4,4.6,0.0,0.0,0.4,1,Happy & Efficient
CUST000180,4,35.25,4.25,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000181,7,30.571428571428573,3.4285714285714284,0.2857142857142857,0.42857142857142855,0.14285714285714285,2,High Risk
CUST000182,3,16.333333333333332,4.333333333333333,0.0,0.0,0.3333333333333333,1,Happy & Efficient
CUST000183,4,19.75,3.5,0.25,0.25,0.0,2,High Risk
CUST000184,6,19.166666666666668,4.333333333333333,0.0,0.3333333333333333,0.6666666666666666,0,At Risk
CUST000185,4,20.5,3.5,0.0,0.25,0.25,1,Happy & Efficient
CUST000186,1,38.0,4.0,0.0,1.0,1.0,3,Frustrated & Waiting
CUST000187,8,25.5,4.375,0.125,0.375,0.375,0,At Risk
CUST000188,5,32.2,4.6,0.2,0.4,0.4,3,Frustrated & Waiting
CUST000189,9,22.0,3.7777777777777777,0.3333333333333333,0.2222222222222222,0.5555555555555556,0,At Risk
CUST000190,6,33.166666666666664,3.3333333333333335,0.16666666666666666,0.5,0.5,3,Frustrated & Waiting
CUST000191,6,21.333333333333332,3.8333333333333335,0.0,0.16666666666666666,0.3333333333333333,1,Happy & Efficient
CUST000192,10,19.3,4.1,0.1,0.2,0.4,0,At Risk
CUST000193,8,19.875,4.0,0.125,0.125,0.25,0,At Risk
CUST000194,4,11.5,4.0,0.25,0.25,0.5,2,High Risk
CUST000195,7,29.857142857142858,3.2857142857142856,0.2857142857142857,0.42857142857142855,0.2857142857142857,2,High Risk
CUST000196,7,38.714285714285715,3.4285714285714284,0.42857142857142855,0.42857142857142855,0.42857142857142855,2,High Risk
CUST000197,4,35.25,3.5,0.25,0.5,0.25,3,Frustrated & Waiting
CUST000198,5,17.6,4.2,0.2,0.0,0.8,1,Happy & Efficient
CUST000199,8,34.75,3.625,0.0,0.375,0.625,3,Frustrated & Waiting
CUST000200,9,15.222222222222221,3.4444444444444446,0.1111111111111111,0.0,0.2222222222222222,0,At Risk
CUST000201,7,14.285714285714286,4.0,0.14285714285714285,0.0,0.14285714285714285,1,Happy & Efficient
CUST000202,3,25.0,4.333333333333333,0.0,0.3333333333333333,0.3333333333333333,1,Happy & Efficient
CUST000203,7,16.714285714285715,4.428571428571429,0.0,0.0,0.5714285714285714,1,Happy & Efficient
CUST000204,6,27.333333333333332,4.0,0.0,0.16666666666666666,0.3333333333333333,0,At Risk
CUST000205,4,18.25,3.0,0.5,0.25,0.5,2,High Risk
CUST000206,7,16.857142857142858,3.4285714285714284,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,At Risk
CUST000207,8,17.25,3.625,0.125,0.125,0.25,0,At Risk
CUST000208,8,18.5,4.0,0.0,0.25,0.375,0,At Risk
CUST000209,3,14.666666666666666,3.0,0.0,0.0,0.0,1,Happy & Efficient
CUST000210,3,25.0,5.0,0.0,0.3333333333333333,0.0,1,Happy & Efficient
CUST000211,6,20.833333333333332,3.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,At Risk
CUST000212,6,24.833333333333332,4.333333333333333,0.16666666666666666,0.16666666666666666,0.5,0,At Risk
CUST000213,5,21.0,4.0,0.2,0.2,0.8,2,High Risk
CUST000214,7,23.428571428571427,3.7142857142857144,0.0,0.42857142857142855,0.2857142857142857,0,At Risk
CUST000215,6,26.0,3.3333333333333335,0.3333333333333333,0.16666666666666666,0.3333333333333333,2,High Risk
CUST000216,10,29.5,4.0,0.2,0.3,0.4,0,At Risk
CUST000217,4,12.5,3.25,0.0,0.0,0.5,1,Happy & Efficient
CUST000218,8,17.625,4.0,0.125,0.125,0.5,0,At Risk
CUST000219,5,23.4,3.6,0.0,0.2,0.8,1,Happy & Efficient
CUST000220,8,16.75,3.625,0.0,0.125,0.5,0,At Risk
CUST000221,4,21.5,3.75,0.5,0.25,0.25,2,High Risk
CUST000222,4,21.5,3.5,0.0,0.25,0.25,1,Happy & Efficient
CUST000223,7,25.285714285714285,3.2857142857142856,0.5714285714285714,0.2857142857142857,0.5714285714285714,2,High Risk
CUST000224,4,14.25,3.25,0.25,0.0,0.75,2,High Risk
CUST000225,7,14.714285714285714,3.7142857142857144,0.14285714285714285,0.0,0.42857142857142855,1,Happy & Efficient
CUST000226,5,22.0,4.2,0.0,0.2,0.0,1,Happy & Efficient
CUST000227,2,16.5,4.0,0.0,0.0,0.0,1,Happy & Efficient
CUST000228,8,19.875,3.5,0.25,0.125,0.25,0,At Risk
CUST000229,6,18.333333333333332,3.6666666666666665,0.0,0.16666666666666666,0.5,1,Happy & Efficient
CUST000230,5,17.6,3.8,0.4,0.2,0.4,2,High Risk
CUST000231,6,23.333333333333332,3.1666666666666665,0.16666666666666666,0.16666666666666666,0.8333333333333334,2,High Risk
CUST000232,2,10.5,4.5,0.0,0.0,0.0,1,Happy & Efficient
CUST000233,8,30.0,3.875,0.25,0.5,0.625,3,Frustrated & Waiting
CUST000234,8,31.0,4.125,0.125,0.375,0.375,0,At Risk
CUST000235,5,13.2,3.8,0.0,0.0,0.4,1,Happy & Efficient
CUST000236,4,23.5,3.25,0.0,0.25,0.75,3,Frustrated & Waiting
CUST000237,4,11.0,4.25,0.0,0.0,0.25,1,Happy & Efficient
CUST000238,4,18.25,4.0,0.0,0.25,0.25,1,Happy & Efficient
CUST000239,4,13.5,3.75,0.0,0.0,0.75,1,Happy & Efficient
CUST000240,8,33.75,3.5,0.125,0.5,0.375,3,Frustrated & Waiting
CUST000241,3,19.666666666666668,3.0,0.0,0.3333333333333333,0.6666666666666666,3,Frustrated & Waiting
CUST000242,10,19.3,3.7,0.0,0.3,0.4,0,At Risk
CUST000243,5,22.0,3.4,0.0,0.2,0.6,1,Happy & Efficient
CUST000244,4,18.0,3.0,0.0,0.0,0.0,1,Happy & Efficient
CUST000245,3,23.333333333333332,3.6666666666666665,0.0,0.3333333333333333,0.3333333333333333,1,Happy & Efficient
CUST000246,4,33.25,3.75,0.0,0.25,0.25,3,Frustrated & Waiting
CUST000247,6,19.833333333333332,3.5,0.0,0.16666666666666666,0.3333333333333333,1,Happy & Efficient
CUST000248,7,28.714285714285715,4.285714285714286,0.14285714285714285,0.42857142857142855,0.2857142857142857,0,At Risk
CUST000249,6,23.5,3.8333333333333335,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,At Risk
CUST000250,3,14.0,4.0,0.3333333333333333,0.0,0.0,2,High Risk
CUST000251,4,30.75,3.0,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000252,2,15.5,5.0,0.0,0.0,0.5,1,Happy & Efficient
CUST000253,4,10.75,4.5,0.0,0.0,0.25,1,Happy & Efficient
CUST000254,5,26.2,4.0,0.2,0.2,0.6,2,High Risk
CUST000255,9,22.77777777777778,3.4444444444444446,0.0,0.2222222222222222,0.1111111111111111,0,At Risk
CUST000256,2,40.5,4.0,0.0,0.5,1.0,3,Frustrated & Waiting
CUST000257,3,18.666666666666668,3.6666666666666665,0.6666666666666666,0.0,0.6666666666666666,2,High Risk
CUST000258,4,31.75,3.75,0.25,0.25,0.5,2,High Risk
CUST000259,7,21.857142857142858,3.2857142857142856,0.14285714285714285,0.2857142857142857,0.14285714285714285,0,At Risk
CUST000260,5,20.4,3.6,0.0,0.0,0.4,1,Happy & Efficient
CUST000261,2,43.5,4.5,0.0,0.5,1.0,3,Frustrated & Waiting
CUST000262,8,20.25,3.625,0.0,0.25,0.125,0,At Risk
CUST000263,5,21.2,4.0,0.2,0.4,0.2,2,High Risk
CUST000264,1,60.0,4.0,0.0,1.0,1.0,3,Frustrated & Waiting
CUST000265,7,11.285714285714286,4.571428571428571,0.0,0.0,0.14285714285714285,1,Happy & Efficient
CUST000266,5,33.6,3.6,0.2,0.6,0.4,3,Frustrated & Waiting
CUST000267,5,20.0,4.4,0.0,0.2,0.4,1,Happy & Efficient
CUST000268,8,15.5,3.875,0.25,0.0,0.5,0,At Risk
CUST000269,7,32.142857142857146,3.4285714285714284,0.0,0.42857142857142855,0.5714285714285714,3,Frustrated & Waiting
CUST000270,8,19.0,3.75,0.25,0.125,0.25,0,At Risk
CUST000271,7,22.0,4.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,2,High Risk
CUST000272,5,29.8,3.6,0.2,0.6,0.2,3,Frustrated & Waiting
CUST000273,4,21.25,4.25,0.25,0.25,0.5,2,High Risk
CUST000274,7,22.571428571428573,4.142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,At Risk
CUST000275,3,12.0,3.3333333333333335,0.0,0.0,0.0,1,Happy & Efficient
CUST000276,8,26.75,4.125,0.25,0.375,0.625,0,At Risk
CUST000277,2,20.0,4.5,0.0,0.5,0.5,3,Frustrated & Waiting
CUST000278,5,14.6,4.6,0.0,0.0,0.6,1,Happy & Efficient
CUST000279,6,28.5,3.1666666666666665,0.0,0.3333333333333333,0.5,3,Frustrated & Waiting
CUST000280,4,19.25,4.25,0.0,0.25,0.25,1,Happy & Efficient
CUST000281,4,31.25,3.25,0.25,0.25,0.5,2,High Risk
CUST000282,5,25.0,4.0,0.0,0.4,0.2,3,Frustrated & Waiting
CUST000283,5,15.2,3.6,0.0,0.0,0.2,1,Happy & Efficient
CUST000284,6,36.666666666666664,4.166666666666667,0.0,0.6666666666666666,0.3333333333333333,3,Frustrated & Waiting
CUST000285,4,35.5,3.0,0.0,0.75,0.5,3,Frustrated & Waiting
CUST000286,5,33.8,3.0,0.4,0.4,0.6,2,High Risk
CUST000287,3,11.666666666666666,4.0,0.3333333333333333,0.0,0.3333333333333333,2,High Risk
CUST000288,5,37.4,4.4,0.0,0.4,0.6,3,Frustrated & Waiting
CUST000289,9,18.11111111111111,4.111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0,At Risk
CUST000290,3,13.333333333333334,4.0,0.0,0.0,0.3333333333333333,1,Happy & Efficient
CUST000291,7,34.857142857142854,3.4285714285714284,0.42857142857142855,0.42857142857142855,0.5714285714285714,2,High Risk
CUST000292,5,19.8,4.0,0.0,0.2,0.6,1,Happy & Efficient
CUST000293,7,13.285714285714286,4.142857142857143,0.0,0.0,0.42857142857142855,1,Happy & Efficient
CUST000294,9,24.0,3.7777777777777777,0.1111111111111111,0.2222222222222222,0.2222222222222222,0,At Risk
CUST000295,10,25.7,3.6,0.0,0.2,0.4,0,At Risk
CUST000296,4,20.5,4.0,0.0,0.25,0.0,1,Happy & Efficient
CUST000297,2,20.5,4.5,0.0,0.5,0.0,1,Happy & Efficient
CUST000298,7,29.428571428571427,4.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,3,Frustrated & Waiting
CUST000299,3,13.333333333333334,3.6666666666666665,0.0,0.0,0.6666666666666666,1,Happy & Efficient
CUST000300,7,20.142857142857142,3.4285714285714284,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,At Risk
CUST000301,4,29.25,3.75,0.0,0.5,0.75,3,Frustrated & Waiting
CUST000302,5,16.4,4.0,0.0,0.0,0.4,1,Happy & Efficient
CUST000303,8,17.5,3.625,0.125,0.25,0.25,0,At Risk
CUST000304,10,28.2,4.2,0.1,0.3,0.6,0,At Risk
CUST000305,4,12.75,4.25,0.0,0.0,0.75,1,Happy & Efficient
CUST000306,13,19.153846153846153,3.5384615384615383,0.0,0.3076923076923077,0.23076923076923078,0,At Risk
CUST000307,4,11.25,4.0,0.0,0.0,0.25,1,Happy & Efficient
CUST000308,5,14.8,4.0,0.2,0.0,0.6,1,Happy & Efficient
CUST000309,7,20.142857142857142,3.7142857142857144,0.14285714285714285,0.2857142857142857,0.14285714285714285,0,At Risk
